ALL	ALL	av-d	ALL	all	0
up	up	a-acp	up	up	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
,	,	,	,	,	0
take	take	vvb	take	take	0
up	up	a-acp	up	up	0
this	this	d	this	this	0
Book	Book	n1	Book	book	0
and	and	cc	and	and	0
read	read	vvb	read	read	0
it	it	pn31	it	it	0
,	,	,	,	,	0
and	and	cc	and	and	0
do	do	vdb	do	do	0
therein	therein	av	therein	therein	0
as	as	p-acp	as	as	0
an	an	dt	and	a	0
antient	antient	j	ancient	ancient	0
Knight	Knight	n1	Knight	knight	0
spake	spake	vvd	spoke	speak	0
of	of	pp-f	of	of	0
his	his	po31	his	his	0
reading	reading	n-vvg	reading	read	0
good	good	j	good	good	0
Books	Books	n2	Books	book	0
,	,	,	,	,	0
viz.	viz.	n1	viz.	viz.	0
the	the	dt	the	the	0
first	first	ord	first	first	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
read	read	vvi	read	read	0
▪	▪	▪	▪	▪	0
both	both	av-d	both	both	0
to	to	p-acp	to	to	0
see	see	vvi	see	see	0
and	and	cc	and	and	0
like	like	av-j	like	like	0
;	;	;	;	;	0
the	the	dt	the	the	0
se	se	zz	se	se	0
∣	∣	sy	∣	∣	0
cond	cond	zz	cond	cond	0
time	time	n1	time	time	0
,	,	,	,	,	0
to	to	pc-acp	to	to	0
note	note	vvi	note	note	0
and	and	cc	and	and	0
observe	observe	vvi	observe	observe	0
the	the	dt	the	the	0
matter	matter	n1	matter	matter	0
and	and	cc	and	and	0
method	method	n1	method	method	0
;	;	;	;	;	0
and	and	cc	and	and	0
the	the	dt	the	the	0
third	third	ord	third	three	0
time	time	n1	time	time	0
to	to	pc-acp	to	to	0
carry	carry	vvi	carry	carry	0
away	away	av	away	away	0
,	,	,	,	,	0
and	and	cc	and	and	0
make	make	vvi	make	make	0
use	use	n1	use	use	0
thereof	thereof	av	thereof	thereof	0
.	.	.	.	.	1
Thus	Thus	av	Thus	thus	0
not	not	xx	not	not	0
doubting	doubting	vvg	doubting	doubt	0
but	but	p-acp	but	but	0
this	this	d	this	this	0
Treatise	Treatise	n1	Treatise	treatise	0
will	will	vmb	will	will	0
finde	finde	vvi	find	find	0
ac	ac	fw-la	ac	ac	0
∣	∣	sy	∣	∣	0
ceptance	ceptance	n1	ceptance	ceptance	0
at	at	p-acp	at	at	0
your	your	po22	your	your	0
hands	hands	n2	hands	hand	0
,	,	,	,	,	0
and	and	cc	and	and	0
receive	receive	vvi	receive	receive	0
pro	pro	fw-la	pro	pro	0
∣	∣	sy	∣	∣	0
tection	tection	n1	tection	tection	0
under	under	p-acp	under	under	0
your	your	po22	your	your	0
shadow	shadow	n1	shadow	shadow	0
,	,	,	,	,	0
I	I	pns11	I	i	0
humbly	humbly	av-j	humbly	humble	0
take	take	vvb	take	take	0
my	my	po11	my	my	0
leave	leave	n1	leave	leave	0
,	,	,	,	,	0
and	and	cc	and	and	0
am	am	vbm	am	be	0
Cransden	Cransden	np1	Cransden	Cransden	0
in	in	p-acp	in	in	0
Sussex	Sussex	np1	Sussex	Sussex	0
.	.	.	.	.	1
August	August	np1	August	August	0
10.	10.	crd	10.	10.	0
1667.	1667.	crd	1667.	1667.	1
